english 	braille
to allow	⠞⠕⠀⠁⠇⠇⠪
Print	⠠⠏⠗⠊⠝⠞
dead	⠙⠑⠁⠙
Spot	⠠⠎⠏⠕⠞
desert	⠙⠑⠎⠻⠞
case	⠉⠁⠎⠑
Current	⠠⠉⠥⠗⠗⠑⠝⠞
Lift	⠠⠇⠊⠋⠞
is high	⠊⠎⠀⠓⠊⠣
will come	⠺⠊⠇⠇⠀⠉⠕⠍⠑
Master	⠠⠍⠁⠌⠻
Song	⠠⠎⠕⠝⠛
Parents	⠠⠏⠜⠑⠝⠞⠎
on the shore	⠕⠝⠀⠮⠀⠩⠕⠗⠑
section	⠎⠑⠉⠞⠊⠕⠝
sheet	⠩⠑⠑⠞
Meaning	⠠⠍⠑⠁⠝⠊⠝⠛
positively	⠏⠕⠎⠊⠞⠊⠧⠑⠇⠽
to connect	⠞⠕⠀⠉⠕⠝⠝⠑⠉⠞
After	⠠⠁⠋⠞⠻
cost	⠉⠕⠌
Chord	⠠⠡⠕⠗⠙
Fat	⠠⠋⠁⠞
happiness	⠓⠁⠏⠏⠊⠝⠑⠎⠎
Original	⠠⠕⠗⠊⠛⠊⠝⠁⠇
Stock	⠠⠌⠕⠉⠅
Station	⠠⠌⠁⠞⠊⠕⠝
father	⠋⠁⠮⠗
bread	⠃⠗⠑⠁⠙
to collect	⠞⠕⠀⠉⠕⠇⠇⠑⠉⠞
Formal	⠠⠿⠍⠁⠇
At the bar	⠠⠁⠞⠀⠮⠀⠃⠜
Opportunity	⠠⠕⠏⠏⠕⠗⠞⠥⠝⠊⠞⠽
section	⠎⠑⠉⠞⠊⠕⠝
a slave	⠁⠀⠎⠇⠁⠧⠑
dive in	⠙⠊⠧⠑⠀⠊⠝
Immediate	⠠⠊⠍⠍⠫⠊⠁⠞⠑
market	⠍⠜⠅⠑⠞
degree	⠙⠑⠛⠗⠑⠑
expand	⠑⠭⠏⠯
Chick	⠠⠡⠊⠉⠅
dear	⠙⠑⠜
the enemy	⠮⠀⠑⠝⠑⠍⠽
Answer	⠠⠁⠝⠎⠺⠻
Drink	⠠⠙⠗⠊⠝⠅
occur	⠕⠉⠉⠥⠗
Support	⠠⠎⠥⠏⠏⠕⠗⠞
Speech	⠠⠎⠏⠑⠑⠡
of nature	⠷⠀⠝⠁⠞⠥⠗⠑
border	⠃⠕⠗⠙⠻
Steam	⠠⠌⠑⠁⠍
Movement	⠠⠍⠕⠧⠑⠍⠑⠝⠞
path	⠏⠁⠹
Liquid	⠠⠇⠊⠟⠥⠊⠙
login	⠇⠕⠛⠊⠝
Meaning	⠠⠍⠑⠁⠝⠊⠝⠛
Eve	⠠⠑⠧⠑
Teeth	⠠⠞⠑⠑⠹
Shell	⠠⠩⠑⠇⠇
in the neck	⠊⠝⠀⠮⠀⠝⠑⠉⠅
Oxygen	⠠⠕⠭⠽⠛⠑⠝
Sugar	⠠⠎⠥⠛⠜
death	⠙⠑⠁⠹
Beautiful	⠠⠃⠑⠁⠥⠞⠊⠋⠥⠇
ability	⠁⠃⠊⠇⠊⠞⠽
Women	⠠⠺⠕⠍⠑⠝
Season	⠠⠎⠑⠁⠎⠕⠝
solution	⠎⠕⠇⠥⠞⠊⠕⠝
Grade	⠠⠛⠗⠁⠙⠑
Friday	⠠⠋⠗⠊⠙⠁⠽
Thanks	⠠⠹⠁⠝⠅⠎
Branch	⠠⠃⠗⠁⠝⠡
in competition	⠊⠝⠀⠉⠕⠍⠏⠑⠞⠊⠞⠊⠕⠝
Ink	⠠⠊⠝⠅
Specifically	⠠⠎⠏⠑⠉⠊⠋⠊⠉⠁⠇⠇⠽
fig	⠋⠊⠛
fear	⠋⠑⠜
Colossal	⠠⠉⠕⠇⠕⠎⠎⠁⠇
sister	⠎⠊⠌⠻
iron	⠊⠗⠕⠝
to discuss	⠞⠕⠀⠙⠊⠎⠉⠥⠎⠎
statement	⠌⠁⠞⠑⠍⠑⠝⠞
of the continent	⠷⠀⠮⠀⠉⠕⠝⠞⠊⠝⠑⠝⠞
let go	⠇⠑⠞⠀⠛⠕
ability	⠁⠃⠊⠇⠊⠞⠽
ability	⠁⠃⠊⠇⠊⠞⠽
Abortion	⠠⠁⠃⠕⠗⠞⠊⠕⠝
About	⠠⠁⠃⠳⠞
above	⠁⠃⠕⠧⠑
Abroad	⠠⠁⠃⠗⠕⠁⠙
Nonexistent	⠠⠝⠕⠝⠑⠭⠊⠌⠑⠝⠞
certainty	⠉⠻⠞⠁⠊⠝⠞⠽
Absolutely	⠠⠁⠃⠎⠕⠇⠥⠞⠑⠇⠽
absorb	⠁⠃⠎⠕⠗⠃
Abuse	⠠⠁⠃⠥⠎⠑
Education	⠠⠫⠥⠉⠁⠞⠊⠕⠝
accept	⠁⠉⠉⠑⠏⠞
Access	⠠⠁⠉⠉⠑⠎⠎
accident	⠁⠉⠉⠊⠙⠑⠝⠞
with	⠾
to achieve	⠞⠕⠀⠁⠡⠊⠑⠧⠑
According to	⠠⠁⠉⠉⠕⠗⠙⠊⠝⠛⠀⠞⠕
Account	⠠⠁⠉⠉⠳⠝⠞
Accurate	⠠⠁⠉⠉⠥⠗⠁⠞⠑
Accusing	⠠⠁⠉⠉⠥⠎⠊⠝⠛
to reach	⠞⠕⠀⠗⠑⠁⠡
achievement	⠁⠡⠊⠑⠧⠑⠍⠑⠝⠞
acid	⠁⠉⠊⠙
Agree	⠠⠁⠛⠗⠑⠑
buy	⠃⠥⠽
throughout	⠹⠗⠳⠣⠳⠞
Drama	⠠⠙⠗⠁⠍⠁
action	⠁⠉⠞⠊⠕⠝
Active	⠠⠁⠉⠞⠊⠧⠑
Activist	⠠⠁⠉⠞⠊⠧⠊⠌
function	⠋⠥⠝⠉⠞⠊⠕⠝
actor	⠁⠉⠞⠕⠗
actress	⠁⠉⠞⠗⠑⠎⠎
Real	⠠⠗⠑⠁⠇
In fact	⠠⠊⠝⠀⠋⠁⠉⠞
Advertising	⠠⠁⠙⠧⠻⠞⠊⠎⠊⠝⠛
Embrace	⠠⠑⠍⠃⠗⠁⠉⠑
Collaboration	⠠⠉⠕⠇⠇⠁⠃⠕⠗⠁⠞⠊⠕⠝
In addition	⠠⠊⠝⠀⠁⠙⠙⠊⠞⠊⠕⠝
Additional	⠠⠁⠙⠙⠊⠞⠊⠕⠝⠁⠇
address	⠁⠙⠙⠗⠑⠎⠎
Enough	⠠⠑⠝⠳⠣
Adjust	⠠⠁⠙⠚⠥⠌
adjustment	⠁⠙⠚⠥⠌⠍⠑⠝⠞
Administration	⠠⠁⠙⠍⠊⠝⠊⠌⠗⠁⠞⠊⠕⠝
Administrator	⠠⠁⠙⠍⠊⠝⠊⠌⠗⠁⠞⠕⠗
enjoying	⠑⠝⠚⠕⠽⠊⠝⠛
Enrollment	⠠⠑⠝⠗⠕⠇⠇⠍⠑⠝⠞
Agree	⠠⠁⠛⠗⠑⠑
young lady	⠽⠳⠝⠛⠀⠇⠁⠙⠽
to adopt	⠞⠕⠀⠁⠙⠕⠏⠞
Adults	⠠⠁⠙⠥⠇⠞⠎
in advance	⠊⠝⠀⠁⠙⠧⠁⠝⠉⠑
Improved	⠠⠊⠍⠏⠗⠕⠧⠫
Advantage	⠠⠁⠙⠧⠁⠝⠞⠁⠛⠑
adventure	⠁⠙⠧⠑⠝⠞⠥⠗⠑
Advertising	⠠⠁⠙⠧⠻⠞⠊⠎⠊⠝⠛
Advice	⠠⠁⠙⠧⠊⠉⠑
Advice	⠠⠁⠙⠧⠊⠉⠑
Consultant	⠠⠉⠕⠝⠎⠥⠇⠞⠁⠝⠞
Advocate	⠠⠁⠙⠧⠕⠉⠁⠞⠑
affair	⠁⠋⠋⠁⠊⠗
affect	⠁⠋⠋⠑⠉⠞
buy	⠃⠥⠽
fear	⠋⠑⠜
African	⠠⠁⠋⠗⠊⠉⠁⠝
African American	⠠⠁⠋⠗⠊⠉⠁⠝⠀⠠⠁⠍⠻⠊⠉⠁⠝
After	⠠⠁⠋⠞⠻
Afternoon	⠠⠁⠋⠞⠻⠝⠕⠕⠝
Again	⠠⠁⠛⠁⠊⠝
vs	⠧⠎
age	⠁⠛⠑
Company	⠠⠉⠕⠍⠏⠁⠝⠽
Agenda	⠠⠁⠛⠑⠝⠙⠁
agent	⠁⠛⠑⠝⠞
Rude	⠠⠗⠥⠙⠑
Before	⠠⠃⠑⠿⠑
I agree	⠠⠊⠀⠁⠛⠗⠑⠑
Agreement	⠠⠁⠛⠗⠑⠑⠍⠑⠝⠞
Agriculture	⠠⠁⠛⠗⠊⠉⠥⠇⠞⠥⠗⠑
in front	⠊⠝⠀⠋⠗⠕⠝⠞
Help	⠠⠓⠑⠇⠏
Assistant	⠠⠁⠎⠎⠊⠌⠁⠝⠞
AIDS	⠠⠠⠁⠊⠙⠎⠠⠄
Purpose	⠠⠏⠥⠗⠏⠕⠎⠑
wind	⠺⠊⠝⠙
Airplane	⠠⠁⠊⠗⠏⠇⠁⠝⠑
Airline	⠠⠁⠊⠗⠇⠊⠝⠑
airport	⠁⠊⠗⠏⠕⠗⠞
album	⠁⠇⠃⠥⠍
alcohol	⠁⠇⠉⠕⠓⠕⠇
Alive	⠠⠁⠇⠊⠧⠑
All	⠠⠁⠇⠇
alliance	⠁⠇⠇⠊⠁⠝⠉⠑
permission	⠏⠻⠍⠊⠎⠎⠊⠕⠝
friendship	⠋⠗⠊⠑⠝⠙⠩⠊⠏
Almost	⠠⠁⠇⠍⠕⠌
Alone	⠠⠁⠇⠕⠝⠑
with	⠾
Already	⠠⠁⠇⠗⠑⠁⠙⠽
Further	⠠⠋⠥⠗⠮⠗
to change	⠞⠕⠀⠡⠁⠝⠛⠑
change	⠡⠁⠝⠛⠑
Although	⠠⠁⠇⠹⠳⠣
Always	⠠⠁⠇⠺⠁⠽⠎
I am	⠠⠊⠀⠁⠍
Wonderful	⠠⠺⠕⠝⠙⠻⠋⠥⠇
American	⠠⠁⠍⠻⠊⠉⠁⠝
in the middle	⠊⠝⠀⠮⠀⠍⠊⠙⠙⠇⠑
sum	⠎⠥⠍
A	⠠⠁
Analysis	⠠⠁⠝⠁⠇⠽⠎⠊⠎
Researcher	⠠⠗⠑⠎⠑⠜⠡⠻
Analysis	⠠⠁⠝⠁⠇⠽⠎⠊⠎
Ancient	⠠⠁⠝⠉⠊⠑⠝⠞
And	⠠⠯
Anger	⠠⠁⠝⠛⠻
Angle	⠠⠁⠝⠛⠇⠑
Anger	⠠⠁⠝⠛⠻
Animal	⠠⠁⠝⠊⠍⠁⠇
Anniversary	⠠⠁⠝⠝⠊⠧⠻⠎⠜⠽
to announce	⠞⠕⠀⠁⠝⠝⠳⠝⠉⠑
annual	⠁⠝⠝⠥⠁⠇
Another one	⠠⠁⠝⠕⠮⠗⠀⠕⠝⠑
Answer	⠠⠁⠝⠎⠺⠻
expecting	⠑⠭⠏⠑⠉⠞⠊⠝⠛
nervousness	⠝⠻⠧⠳⠎⠝⠑⠎⠎
which	⠱⠊⠡
someone	⠎⠕⠍⠑⠕⠝⠑
No more	⠠⠝⠕⠀⠍⠕⠗⠑
someone	⠎⠕⠍⠑⠕⠝⠑
Anything	⠠⠁⠝⠽⠹⠊⠝⠛
Anyway	⠠⠁⠝⠽⠺⠁⠽
Anywhere	⠠⠁⠝⠽⠱⠻⠑
Besides	⠠⠃⠑⠎⠊⠙⠑⠎
Apartment houses	⠠⠁⠏⠜⠞⠍⠑⠝⠞⠀⠓⠳⠎⠑⠎
obvious	⠕⠃⠧⠊⠳⠎
Obviously	⠠⠕⠃⠧⠊⠳⠎⠇⠽
appeal	⠁⠏⠏⠑⠁⠇
appears	⠁⠏⠏⠑⠜⠎
appearance	⠁⠏⠏⠑⠜⠁⠝⠉⠑
Apple	⠠⠁⠏⠏⠇⠑
application	⠁⠏⠏⠇⠊⠉⠁⠞⠊⠕⠝
Apply	⠠⠁⠏⠏⠇⠽
appoint	⠁⠏⠏⠕⠊⠝⠞
Appointment	⠠⠁⠏⠏⠕⠊⠝⠞⠍⠑⠝⠞
appreciate	⠁⠏⠏⠗⠑⠉⠊⠁⠞⠑
approach	⠁⠏⠏⠗⠕⠁⠡
Appropriate	⠠⠁⠏⠏⠗⠕⠏⠗⠊⠁⠞⠑
Consent	⠠⠉⠕⠝⠎⠑⠝⠞
Consent	⠠⠉⠕⠝⠎⠑⠝⠞
Roughly	⠠⠗⠳⠣⠇⠽
Arabic	⠠⠜⠁⠃⠊⠉
Architect	⠠⠜⠡⠊⠞⠑⠉⠞
There are	⠠⠮⠗⠑⠀⠜⠑
area	⠜⠑⠁
argue	⠜⠛⠥⠑
Argument	⠠⠜⠛⠥⠍⠑⠝⠞
arise	⠜⠊⠎⠑
hand	⠓⠯
Weapon	⠠⠺⠑⠁⠏⠕⠝
Army	⠠⠜⠍⠽
around	⠜⠳⠝⠙
arranged	⠜⠗⠁⠝⠛⠫
arranged	⠜⠗⠁⠝⠛⠫
Arrest	⠠⠜⠗⠑⠌
arrival	⠜⠗⠊⠧⠁⠇
come	⠉⠕⠍⠑
Art	⠠⠜⠞
Article	⠠⠜⠞⠊⠉⠇⠑
Artist	⠠⠜⠞⠊⠌
Art	⠠⠜⠞
as	⠁⠎
Asian	⠠⠁⠎⠊⠁⠝
Set aside	⠠⠎⠑⠞⠀⠁⠎⠊⠙⠑
to hear	⠞⠕⠀⠓⠑⠜
fall asleep	⠋⠁⠇⠇⠀⠁⠎⠇⠑⠑⠏
feature	⠋⠑⠁⠞⠥⠗⠑
attack	⠁⠞⠞⠁⠉⠅
Emphasize	⠠⠑⠍⠏⠓⠁⠎⠊⠵⠑
Assessment	⠠⠁⠎⠎⠑⠎⠎⠍⠑⠝⠞
Assessment	⠠⠁⠎⠎⠑⠎⠎⠍⠑⠝⠞
Property	⠠⠏⠗⠕⠏⠻⠞⠽
to assign	⠞⠕⠀⠁⠎⠎⠊⠛⠝
task	⠞⠁⠎⠅
Help	⠠⠓⠑⠇⠏
Help	⠠⠓⠑⠇⠏
Assistant	⠠⠁⠎⠎⠊⠌⠁⠝⠞
Associate	⠠⠁⠎⠎⠕⠉⠊⠁⠞⠑
Association	⠠⠁⠎⠎⠕⠉⠊⠁⠞⠊⠕⠝
Consider	⠠⠉⠕⠝⠎⠊⠙⠻
assumption	⠁⠎⠎⠥⠍⠏⠞⠊⠕⠝
Confident	⠠⠉⠕⠝⠋⠊⠙⠑⠝⠞
at	⠁⠞
Athletic	⠠⠁⠹⠇⠑⠞⠊⠉
Athletic	⠠⠁⠹⠇⠑⠞⠊⠉
Atmosphere	⠠⠁⠞⠍⠕⠎⠏⠓⠻⠑
Atom	⠠⠁⠞⠕⠍
Connect	⠠⠉⠕⠝⠝⠑⠉⠞
attack	⠁⠞⠞⠁⠉⠅
Try	⠠⠞⠗⠽
to take part	⠞⠕⠀⠞⠁⠅⠑⠀⠏⠜⠞
attention	⠁⠞⠞⠑⠝⠞⠊⠕⠝
approach	⠁⠏⠏⠗⠕⠁⠡
Lawyer	⠠⠇⠁⠺⠽⠻
to attract	⠞⠕⠀⠁⠞⠞⠗⠁⠉⠞
Attractive	⠠⠁⠞⠞⠗⠁⠉⠞⠊⠧⠑
trait	⠞⠗⠁⠊⠞
Visitors	⠠⠧⠊⠎⠊⠞⠕⠗⠎
Author of the book	⠠⠁⠥⠹⠕⠗⠀⠷⠀⠮⠀⠃⠕⠕⠅
Authority	⠠⠁⠥⠹⠕⠗⠊⠞⠽
Auto	⠠⠁⠥⠞⠕
Available	⠠⠁⠧⠁⠊⠇⠁⠃⠇⠑
Average	⠠⠁⠧⠻⠁⠛⠑
Avoid	⠠⠁⠧⠕⠊⠙
Award	⠠⠁⠺⠜⠙
know	⠅⠝⠪
Awareness	⠠⠁⠺⠜⠑⠝⠑⠎⠎
far away	⠋⠜⠀⠁⠺⠁⠽
Pity	⠠⠏⠊⠞⠽
baby	⠃⠁⠃⠽
Again	⠠⠁⠛⠁⠊⠝
Background	⠠⠃⠁⠉⠅⠛⠗⠳⠝⠙
worse	⠺⠕⠗⠎⠑
badly	⠃⠁⠙⠇⠽
Pie	⠠⠏⠊⠑
to bake	⠞⠕⠀⠃⠁⠅⠑
Balance	⠠⠃⠁⠇⠁⠝⠉⠑
ball	⠃⠁⠇⠇
Prohibition	⠠⠏⠗⠕⠓⠊⠃⠊⠞⠊⠕⠝
band	⠃⠯
Bank	⠠⠃⠁⠝⠅
Bar	⠠⠃⠜
Rarely	⠠⠗⠜⠑⠇⠽
Barrel	⠠⠃⠜⠗⠑⠇
Prohibition	⠠⠏⠗⠕⠓⠊⠃⠊⠞⠊⠕⠝
the foundation	⠮⠀⠋⠳⠝⠙⠁⠞⠊⠕⠝
Baseball	⠠⠃⠁⠎⠑⠃⠁⠇⠇
Basic	⠠⠃⠁⠎⠊⠉
basically	⠃⠁⠎⠊⠉⠁⠇⠇⠽
Basic	⠠⠃⠁⠎⠊⠉
basket	⠃⠁⠎⠅⠑⠞
Basketball	⠠⠃⠁⠎⠅⠑⠞⠃⠁⠇⠇
Bat	⠠⠃⠁⠞
Bathroom	⠠⠃⠁⠹⠗⠕⠕⠍
Battery	⠠⠃⠁⠞⠞⠻⠽
War	⠠⠺⠜
Be	⠠⠃⠑
the beach	⠮⠀⠃⠑⠁⠡
Bean	⠠⠃⠑⠁⠝
bear	⠃⠑⠜
ft	⠋⠞
beauty	⠃⠑⠁⠥⠞⠽
beauty	⠃⠑⠁⠥⠞⠽
Because	⠠⠃⠑⠉⠁⠥⠎⠑
Aug	⠠⠁⠥⠛
the bed	⠮⠀⠃⠫
Bedroom	⠠⠃⠫⠗⠕⠕⠍
was	⠺⠁⠎
Beer	⠠⠃⠑⠻
Before	⠠⠃⠑⠿⠑
started	⠌⠜⠞⠫
to begin	⠞⠕⠀⠃⠑⠛⠊⠝
the beginning	⠮⠀⠃⠑⠛⠊⠝⠝⠊⠝⠛
behavior	⠃⠑⠓⠁⠧⠊⠕⠗
behind	⠃⠑⠓⠊⠝⠙
Being	⠠⠃⠑⠊⠝⠛
hope	⠓⠕⠏⠑
believe	⠃⠑⠇⠊⠑⠧⠑
bell	⠃⠑⠇⠇
belonging to	⠃⠑⠇⠕⠝⠛⠊⠝⠛⠀⠞⠕
below	⠃⠑⠇⠪
Belt	⠠⠃⠑⠇⠞
Bench	⠠⠃⠑⠝⠡
curve	⠉⠥⠗⠧⠑
below	⠃⠑⠇⠪
Advantage	⠠⠁⠙⠧⠁⠝⠞⠁⠛⠑
nearby	⠝⠑⠜⠃⠽
Besides	⠠⠃⠑⠎⠊⠙⠑⠎
The best	⠠⠮⠀⠃⠑⠌
bet	⠃⠑⠞
The best	⠠⠮⠀⠃⠑⠌
between	⠃⠑⠞⠺⠑⠑⠝
Beyond	⠠⠃⠑⠽⠕⠝⠙
The Bible	⠠⠮⠀⠠⠃⠊⠃⠇⠑
Big	⠠⠃⠊⠛
Impulse roller	⠠⠊⠍⠏⠥⠇⠎⠑⠀⠗⠕⠇⠇⠻
Ra Chi Thu	⠠⠗⠁⠀⠠⠡⠊⠀⠠⠹⠥
billion	⠃⠊⠇⠇⠊⠕⠝
construction	⠉⠕⠝⠌⠗⠥⠉⠞⠊⠕⠝
Biology	⠠⠃⠊⠕⠇⠕⠛⠽
the bird	⠮⠀⠃⠊⠗⠙
birth	⠃⠊⠗⠹
Birthday	⠠⠃⠊⠗⠹⠙⠁⠽
Bit	⠠⠃⠊⠞
the bite	⠮⠀⠃⠊⠞⠑
Black	⠠⠃⠇⠁⠉⠅
knife	⠅⠝⠊⠋⠑
crime	⠉⠗⠊⠍⠑
Blanket	⠠⠃⠇⠁⠝⠅⠑⠞
blind	⠃⠇⠊⠝⠙
Vol	⠠⠧⠕⠇
the blood	⠮⠀⠃⠇⠕⠕⠙
blow	⠃⠇⠪
Blue	⠠⠃⠇⠥⠑
Board	⠠⠃⠕⠜⠙
boat	⠃⠕⠁⠞
Body	⠠⠃⠕⠙⠽
Bomb	⠠⠃⠕⠍⠃
bombing	⠃⠕⠍⠃⠊⠝⠛
Deed	⠠⠙⠑⠫
Bone	⠠⠃⠕⠝⠑
Thread	⠠⠹⠗⠑⠁⠙
boom	⠃⠕⠕⠍
to boot	⠞⠕⠀⠃⠕⠕⠞
border	⠃⠕⠗⠙⠻
was born	⠺⠁⠎⠀⠃⠕⠗⠝
debt	⠙⠑⠃⠞
boss	⠃⠕⠎⠎
Both	⠠⠃⠕⠹
trouble	⠞⠗⠳⠃⠇⠑
Bottle	⠠⠃⠕⠞⠞⠇⠑
below	⠃⠑⠇⠪
bought	⠃⠳⠣⠞
border	⠃⠕⠗⠙⠻
Bowl	⠠⠃⠪⠇
the box	⠮⠀⠃⠕⠭
boy	⠃⠕⠽
boyfriend	⠃⠕⠽⠋⠗⠊⠑⠝⠙
the brain	⠮⠀⠃⠗⠁⠊⠝
Branch	⠠⠃⠗⠁⠝⠡
brand	⠃⠗⠯
bread	⠃⠗⠑⠁⠙
Intermission	⠠⠊⠝⠞⠻⠍⠊⠎⠎⠊⠕⠝
breakfast	⠃⠗⠑⠁⠅⠋⠁⠌
Breast	⠠⠃⠗⠑⠁⠌
breath	⠃⠗⠑⠁⠹
take a breath	⠞⠁⠅⠑⠀⠁⠀⠃⠗⠑⠁⠹
Brick	⠠⠃⠗⠊⠉⠅
the bridge	⠮⠀⠃⠗⠊⠙⠛⠑
Brief	⠠⠃⠗⠊⠑⠋
In short	⠠⠊⠝⠀⠩⠕⠗⠞
Bright	⠠⠃⠗⠊⠣⠞
smart	⠎⠍⠜⠞
with	⠾
British	⠠⠃⠗⠊⠞⠊⠩
Broad	⠠⠃⠗⠕⠁⠙
broken	⠃⠗⠕⠅⠑⠝
broken	⠃⠗⠕⠅⠑⠝
Brother	⠠⠃⠗⠕⠮⠗
was brought	⠺⠁⠎⠀⠃⠗⠳⠣⠞
brown	⠃⠗⠪⠝
brush	⠃⠗⠥⠩
Pg	⠠⠏⠛
Budget	⠠⠃⠥⠙⠛⠑⠞
build	⠃⠥⠊⠇⠙
building	⠃⠥⠊⠇⠙⠊⠝⠛
Bullet	⠠⠃⠥⠇⠇⠑⠞
cluster	⠉⠇⠥⠌⠻
load	⠇⠕⠁⠙
to burn	⠞⠕⠀⠃⠥⠗⠝
Modesty	⠠⠍⠕⠙⠑⠌⠽
Bus	⠠⠃⠥⠎
Commercial	⠠⠉⠕⠍⠍⠻⠉⠊⠁⠇
excitement	⠑⠭⠉⠊⠞⠑⠍⠑⠝⠞
But	⠠⠃⠥⠞
Butter	⠠⠃⠥⠞⠞⠻
button	⠃⠥⠞⠞⠕⠝
buy	⠃⠥⠽
Buyer	⠠⠃⠥⠽⠻
By	⠠⠃⠽
Room	⠠⠗⠕⠕⠍
Cabinet	⠠⠉⠁⠃⠊⠝⠑⠞
Cable	⠠⠉⠁⠃⠇⠑
Cake	⠠⠉⠁⠅⠑
Calculate	⠠⠉⠁⠇⠉⠥⠇⠁⠞⠑
call	⠉⠁⠇⠇
came	⠉⠁⠍⠑
Photo tool	⠠⠏⠓⠕⠞⠕⠀⠞⠕⠕⠇
Camp	⠠⠉⠁⠍⠏
Propaganda	⠠⠏⠗⠕⠏⠁⠛⠯⠁
Campus	⠠⠉⠁⠍⠏⠥⠎
can	⠉⠁⠝
Canadian	⠠⠉⠁⠝⠁⠙⠊⠁⠝
Cancer	⠠⠉⠁⠝⠉⠻
candidate	⠉⠯⠊⠙⠁⠞⠑
cap	⠉⠁⠏
ability	⠁⠃⠊⠇⠊⠞⠽
capable of	⠉⠁⠏⠁⠃⠇⠑⠀⠷
ability	⠁⠃⠊⠇⠊⠞⠽
Capital	⠠⠉⠁⠏⠊⠞⠁⠇
Captain	⠠⠉⠁⠏⠞⠁⠊⠝
catch	⠉⠁⠞⠡
Car	⠠⠉⠜
Carbon	⠠⠉⠜⠃⠕⠝
Card	⠠⠉⠜⠙
Maintenance	⠠⠍⠁⠊⠝⠞⠑⠝⠁⠝⠉⠑
profession	⠏⠗⠷⠑⠎⠎⠊⠕⠝
Carefully	⠠⠉⠜⠑⠋⠥⠇⠇⠽
Carefully	⠠⠉⠜⠑⠋⠥⠇⠇⠽
Carrier	⠠⠉⠜⠗⠊⠻
to carry	⠞⠕⠀⠉⠜⠗⠽
case	⠉⠁⠎⠑
Money	⠠⠍⠕⠝⠑⠽
Actress	⠠⠁⠉⠞⠗⠑⠎⠎
Cat	⠠⠉⠁⠞
Hold on	⠠⠓⠕⠇⠙⠀⠕⠝
Type	⠠⠞⠽⠏⠑
Catholic	⠠⠉⠁⠹⠕⠇⠊⠉
Caught	⠠⠉⠁⠥⠣⠞
The reason	⠠⠮⠀⠗⠑⠁⠎⠕⠝
ceiling	⠉⠑⠊⠇⠊⠝⠛
celebrate	⠉⠑⠇⠑⠃⠗⠁⠞⠑
Celebration	⠠⠉⠑⠇⠑⠃⠗⠁⠞⠊⠕⠝
famous	⠋⠁⠍⠳⠎
Go	⠠⠛⠕
Cent	⠠⠉⠑⠝⠞
Center	⠠⠉⠑⠝⠞⠻
Central	⠠⠉⠑⠝⠞⠗⠁⠇
century	⠉⠑⠝⠞⠥⠗⠽
Chief Executive Officer	⠠⠡⠊⠑⠋⠀⠠⠑⠭⠑⠉⠥⠞⠊⠧⠑⠀⠠⠷⠋⠊⠉⠻
ceremony	⠉⠻⠑⠍⠕⠝⠽
firm	⠋⠊⠗⠍
Of course	⠠⠷⠀⠉⠳⠗⠎⠑
Chain	⠠⠡⠁⠊⠝
Chair	⠠⠡⠁⠊⠗
Chairman	⠠⠡⠁⠊⠗⠍⠁⠝
Challenge	⠠⠡⠁⠇⠇⠑⠝⠛⠑
Room	⠠⠗⠕⠕⠍
Champion	⠠⠡⠁⠍⠏⠊⠕⠝
Championship	⠠⠡⠁⠍⠏⠊⠕⠝⠩⠊⠏
opportunity	⠕⠏⠏⠕⠗⠞⠥⠝⠊⠞⠽
Change	⠠⠡⠁⠝⠛⠑
will change	⠺⠊⠇⠇⠀⠡⠁⠝⠛⠑
Channel	⠠⠡⠁⠝⠝⠑⠇
chapter	⠡⠁⠏⠞⠻
character	⠡⠜⠁⠉⠞⠻
trait	⠞⠗⠁⠊⠞
character	⠡⠜⠁⠉⠞⠻
fee	⠋⠑⠑
Charity	⠠⠡⠜⠊⠞⠽
chart	⠡⠜⠞
chase	⠡⠁⠎⠑
Cheap	⠠⠡⠑⠁⠏
Cheque	⠠⠡⠑⠟⠥⠑
chin	⠡⠊⠝
Cheese	⠠⠡⠑⠑⠎⠑
cook	⠉⠕⠕⠅
chemical	⠡⠑⠍⠊⠉⠁⠇
Chest	⠠⠡⠑⠌
Chick	⠠⠡⠊⠉⠅
Chicken	⠠⠡⠊⠉⠅⠑⠝
Chief	⠠⠡⠊⠑⠋
baby	⠃⠁⠃⠽
Childhood	⠠⠡⠊⠇⠙⠓⠕⠕⠙
Children	⠠⠡⠊⠇⠙⠗⠑⠝
Chinese	⠠⠡⠊⠝⠑⠎⠑
Chip	⠠⠡⠊⠏
Chocolate	⠠⠡⠕⠉⠕⠇⠁⠞⠑
selection	⠎⠑⠇⠑⠉⠞⠊⠕⠝
Fat	⠠⠋⠁⠞
Please choose	⠠⠏⠇⠑⠁⠎⠑⠀⠡⠕⠕⠎⠑
Chord	⠠⠡⠕⠗⠙
Christian	⠠⠡⠗⠊⠌⠊⠁⠝
Christmas	⠠⠡⠗⠊⠌⠍⠁⠎
Church	⠠⠡⠥⠗⠡
Cigarette	⠠⠉⠊⠛⠜⠑⠞⠞⠑
Circle	⠠⠉⠊⠗⠉⠇⠑
situation	⠎⠊⠞⠥⠁⠞⠊⠕⠝
Quotation	⠠⠟⠥⠕⠞⠁⠞⠊⠕⠝
Citizen	⠠⠉⠊⠞⠊⠵⠑⠝
city	⠉⠊⠞⠽
